s,value,areaname,sexname,areacode,statname
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.50E+04,Highland,Female,S12000017,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/80-0/sex/female/working-pattern/full-time/gbp/value,3.79E+04,Glasgow City,Female,S12000046,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.54E+04,Glasgow City,Female,S12000046,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.32E+04,Glasgow City,Female,S12000046,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.89E+04,Glasgow City,Female,S12000046,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.26E+04,Glasgow City,Female,S12000046,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,2.03E+04,Glasgow City,Female,S12000046,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.94E+04,Glasgow City,Female,S12000046,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.84E+04,Glasgow City,Female,S12000046,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.55E+04,Glasgow City,Female,S12000046,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,3.00E+04,Glasgow City,Female,S12000046,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000046/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.55E+04,Glasgow City,Female,S12000046,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/80-0/sex/female/working-pattern/full-time/gbp/value,3.54E+04,Fife,Female,S12000015,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.18E+04,Fife,Female,S12000015,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,2.95E+04,Fife,Female,S12000015,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.55E+04,Fife,Female,S12000015,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,1.95E+04,Fife,Female,S12000015,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.75E+04,Fife,Female,S12000015,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.63E+04,Fife,Female,S12000015,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.51E+04,Fife,Female,S12000015,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.31E+04,Fife,Female,S12000015,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.51E+04,Fife,Female,S12000015,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.19E+04,Fife,Female,S12000015,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.30E+04,Falkirk,Female,S12000014,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.02E+04,Falkirk,Female,S12000014,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.70E+04,Falkirk,Female,S12000014,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.07E+04,Falkirk,Female,S12000014,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.87E+04,Falkirk,Female,S12000014,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.73E+04,Falkirk,Female,S12000014,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.65E+04,Falkirk,Female,S12000014,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.41E+04,Falkirk,Female,S12000014,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.70E+04,Falkirk,Female,S12000014,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.40E+04,Falkirk,Female,S12000014,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.22E+04,Na h-Eileanan Siar,Female,S12000013,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.32E+04,Na h-Eileanan Siar,Female,S12000013,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.11E+04,Na h-Eileanan Siar,Female,S12000013,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/80-0/sex/female/working-pattern/full-time/gbp/value,4.12E+04,City of Edinburgh,Female,S12000036,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.84E+04,City of Edinburgh,Female,S12000036,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.65E+04,City of Edinburgh,Female,S12000036,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,3.20E+04,City of Edinburgh,Female,S12000036,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.48E+04,City of Edinburgh,Female,S12000036,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,2.23E+04,City of Edinburgh,Female,S12000036,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,2.06E+04,City of Edinburgh,Female,S12000036,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.95E+04,City of Edinburgh,Female,S12000036,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.61E+04,City of Edinburgh,Female,S12000036,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,3.27E+04,City of Edinburgh,Female,S12000036,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.82E+04,City of Edinburgh,Female,S12000036,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,3.48E+04,East Renfrewshire,Female,S12000011,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.80E+04,East Renfrewshire,Female,S12000011,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.65E+04,East Renfrewshire,Female,S12000011,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,3.09E+04,East Lothian,Female,S12000010,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.50E+04,East Lothian,Female,S12000010,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,2.11E+04,East Lothian,Female,S12000010,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,2.05E+04,East Lothian,Female,S12000010,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.81E+04,East Lothian,Female,S12000010,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,3.01E+04,East Lothian,Female,S12000010,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.64E+04,East Lothian,Female,S12000010,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,1.70E+04,East Dunbartonshire,Female,S12000045,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.52E+04,East Dunbartonshire,Female,S12000045,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.09E+04,East Dunbartonshire,Female,S12000045,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,1.91E+04,East Dunbartonshire,Female,S12000045,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.42E+04,East Ayrshire,Female,S12000008,75
